gas_raw,temp_c,flame,gas_avg,temp_avg,dGas,dTemp,label_name,water level
318,18,0,267.8,18,25.8,0,NORMAL,163
120,18,0,241.6,18,-26.2,0,NORMAL,255
188,18,0,215.6,18,-26,0,NORMAL,287
325,18,0,215.6,18,0,0,NORMAL,200
165,18,0,223.2,18,7.6,0,NORMAL,138
311,18,0,221.8,18,-1.4,0,NORMAL,200
199,18,0,237.6,18,15.8,0,NORMAL,140
203,18,0,240.6,18,3,0,NORMAL,121
186,18,0,212.8,18,-27.8,0,NORMAL,171
287,18,0,237.2,18,24.4,0,NORMAL,273
302,18,0,235.4,18,-1.8,0,NORMAL,215
285,18,0,252.6,18,17.2,0,NORMAL,157
341,18,0,280.2,18,27.6,0,NORMAL,132
327,18,0,308.4,18,28.2,0,NORMAL,170
288,18,0,308.6,18,0.2,0,NORMAL,271
266,18,0,301.4,18,-7.2,0,NORMAL,169
195,18,0,283.4,18,-18,0,NORMAL,135
203,18,0,255.8,18,-27.6,0,NORMAL,143
145,18,0,219.4,18,-36.4,0,NORMAL,171
196,18,0,201,18,-18.4,0,NORMAL,155
387,18,0,225.2,18,24.2,0,NORMAL,149
220,18,0,230.2,18,5,0,NORMAL,195
177,18,0,225,18,-5.2,0,NORMAL,141
272,18,0,250.4,18,25.4,0,NORMAL,170
356,18,0,282.4,18,32,0,NORMAL,252
301,18,0,265.2,18,-17.2,0,NORMAL,187
176,18,0,256.4,18,-8.8,0,NORMAL,137
232,18,0,267.4,18,11,0,NORMAL,297
278,18,0,268.6,18,1.2,0,NORMAL,275
183,18,0,234,18,-34.6,0,NORMAL,202
211,18,0,216,18,-18,0,NORMAL,195
188,18,0,218.4,18,2.4,0,NORMAL,238
390,18,0,250,18,31.6,0,NORMAL,108
297,18,0,253.8,18,3.8,0,NORMAL,289
368,18,0,290.8,18,37,0,NORMAL,138
305,18,0,309.6,18,18.8,0,NORMAL,110
334,18,0,338.8,18,29.2,0,NORMAL,228
120,18,0,284.8,18,-54,0,NORMAL,213
377,18,0,300.8,18,16,0,NORMAL,270
151,18,0,257.4,18,-43.4,0,NORMAL,269
227,18,0,241.8,18,-15.6,0,NORMAL,213
286,18,0,232.2,18,-9.6,0,NORMAL,177
218,18,0,251.8,18,19.6,0,NORMAL,145
194,18,0,215.2,18,-36.6,0,NORMAL,279
135,18,0,212,18,-3.2,0,NORMAL,229
311,18,0,228.8,18,16.8,0,NORMAL,249
186,18,0,208.8,18,-20,0,NORMAL,254
154,18,0,196,18,-12.8,0,NORMAL,257
362,18,0,229.6,18,33.6,0,NORMAL,200
148,18,0,232.2,18,2.6,0,NORMAL,287
353,18,0,240.6,18,8.4,0,NORMAL,226
388,18,0,281,18,40.4,0,NORMAL,243
255,18,0,301.2,18,20.2,0,NORMAL,125
150,18,0,258.8,18,-42.4,0,NORMAL,146
159,18,0,261,18,2.2,0,NORMAL,255
207,18,0,231.8,18,-29.2,0,NORMAL,270
246,18,0,203.4,18,-28.4,0,NORMAL,203
143,18,0,181,18,-22.4,0,NORMAL,122
250,18,0,201,18,20,0,NORMAL,190
154,18,0,200,18,-1,0,NORMAL,145
208,18,0,200.2,18,0.2,0,NORMAL,202
100,18,0,171,18,-29.2,0,NORMAL,227
320,18,0,206.4,18,35.4,0,NORMAL,243
141,18,0,184.6,18,-21.8,0,NORMAL,110
150,18,0,183.8,18,-0.8,0,NORMAL,101
157,18,0,173.6,18,-10.2,0,NORMAL,117
319,18,0,217.4,18,43.8,0,NORMAL,220
146,18,0,182.6,18,-34.8,0,NORMAL,110
195,18,0,193.4,18,10.8,0,NORMAL,281
244,18,0,212.2,18,18.8,0,NORMAL,105
248,18,0,230.4,18,18.2,0,NORMAL,249
281,18,0,222.8,18,-7.6,0,NORMAL,149
323,18,0,258.2,18,35.4,0,NORMAL,187
189,18,0,257,18,-1.2,0,NORMAL,223
325,18,0,273.2,18,16.2,0,NORMAL,184
217,18,0,267,18,-6.2,0,NORMAL,221
365,18,0,283.8,18,16.8,0,NORMAL,270
243,18,0,267.8,18,-16,0,NORMAL,300
294,18,0,288.8,18,21,0,NORMAL,222
313,18,0,286.4,18,-2.4,0,NORMAL,271
308,18,0,304.6,18,18.2,0,NORMAL,262
349,18,0,301.4,18,-3.2,0,NORMAL,262
245,18,0,301.8,18,0.4,0,NORMAL,221
112,18,0,265.4,18,-36.4,0,NORMAL,184
228,18,0,248.4,18,-17,0,NORMAL,203
167,18,0,220.2,18,-28.2,0,NORMAL,295
325,18,0,215.4,18,-4.8,0,NORMAL,190
185,18,0,203.4,18,-12,0,NORMAL,266
184,18,0,217.8,18,14.4,0,NORMAL,285
196,18,0,211.4,18,-6.4,0,NORMAL,229
302,18,0,238.4,18,27,0,NORMAL,120
276,18,0,228.6,18,-9.8,0,NORMAL,188
328,18,0,257.2,18,28.6,0,NORMAL,175
200,18,0,260.4,18,3.2,0,NORMAL,290
185,18,0,258.2,18,-2.2,0,NORMAL,205
121,18,0,222,18,-36.2,0,NORMAL,200
98,18,0,186.4,18,-35.6,0,NORMAL,241
200,18,0,160.8,18,-25.6,0,NORMAL,262
332,18,0,187.2,18,26.4,0,NORMAL,246
231,18,0,196.4,18,9.2,0,NORMAL,199
327,18,0,237.6,18,41.2,0,NORMAL,185
167,18,0,251.4,18,13.8,0,NORMAL,248
145,18,0,240.4,18,-11,0,NORMAL,277
369,18,0,247.8,18,7.4,0,NORMAL,145
148,18,0,231.2,18,-16.6,0,NORMAL,146
126,18,0,191,18,-40.2,0,NORMAL,111
216,18,0,200.8,18,9.8,0,NORMAL,148
346,18,0,241,18,40.2,0,NORMAL,176
293,18,0,225.8,18,-15.2,0,NORMAL,167
184,18,0,233,18,7.2,0,NORMAL,164
303,18,0,268.4,18,35.4,0,NORMAL,189
339,18,0,293,18,24.6,0,NORMAL,276
316,18,0,287,18,-6,0,NORMAL,258
304,18,0,289.2,18,2.2,0,NORMAL,231
192,18,0,290.8,18,1.6,0,NORMAL,153
380,18,0,306.2,18,15.4,0,NORMAL,134
178,18,0,274,18,-32.2,0,NORMAL,121
311,18,0,273,18,-1,0,NORMAL,213
224,18,0,257,18,-16,0,NORMAL,206
281,18,0,274.8,18,17.8,0,NORMAL,247
290,18,0,256.8,18,-18,0,NORMAL,199
264,18,0,274,18,17.2,0,NORMAL,285
244,18,0,260.6,18,-13.4,0,NORMAL,207
310,18,0,277.8,18,17.2,0,NORMAL,126
286,18,0,278.8,18,1,0,NORMAL,267
142,18,0,249.2,18,-29.6,0,NORMAL,261
332,18,0,262.8,18,13.6,0,NORMAL,180
224,18,0,258.8,18,-4,0,NORMAL,205
178,18,0,232.4,18,-26.4,0,NORMAL,260
246,18,0,224.4,18,-8,0,NORMAL,265
371,18,0,270.2,18,45.8,0,NORMAL,190
349,18,0,273.6,18,3.4,0,NORMAL,216
306,18,0,290,18,16.4,0,NORMAL,258
249,18,0,304.2,18,14.2,0,NORMAL,240
292,18,0,313.4,18,9.2,0,NORMAL,256
248,18,0,288.8,18,-24.6,0,NORMAL,117
261,18,0,271.2,18,-17.6,0,NORMAL,218
299,18,0,269.8,18,-1.4,0,NORMAL,142
165,18,0,253,18,-16.8,0,NORMAL,107
223,18,0,239.2,18,-13.8,0,NORMAL,116
145,18,0,218.6,18,-20.6,0,NORMAL,150
132,18,0,192.8,18,-25.8,0,NORMAL,278
213,18,0,175.6,18,-17.2,0,NORMAL,162
249,18,0,192.4,18,16.8,0,NORMAL,237
180,18,0,183.8,18,-8.6,0,NORMAL,217
218,18,0,198.4,18,14.6,0,NORMAL,150
265,18,0,225,18,26.6,0,NORMAL,252
190,18,0,220.4,18,-4.6,0,NORMAL,194
203,18,0,211.2,18,-9.2,0,NORMAL,216
182,18,0,211.6,18,0.4,0,NORMAL,299
224,18,0,212.8,18,1.2,0,NORMAL,187
211,18,0,202,18,-10.8,0,NORMAL,182
320,18,0,228,18,26,0,NORMAL,180
230,18,0,233.4,18,5.4,0,NORMAL,292
239,18,0,244.8,18,11.4,0,NORMAL,264
216,18,0,243.2,18,-1.6,0,NORMAL,178
177,18,0,236.4,18,-6.8,0,NORMAL,155
270,18,0,226.4,18,-10,0,NORMAL,274
172,18,0,214.8,18,-11.6,0,NORMAL,277
174,18,0,201.8,18,-13,0,NORMAL,119
285,18,0,215.6,18,13.8,0,NORMAL,257
353,18,0,250.8,18,35.2,0,NORMAL,245
284,18,0,253.6,18,2.8,0,NORMAL,143
352,18,0,289.6,18,36,0,NORMAL,107
335,18,0,321.8,18,32.2,0,NORMAL,226
239,18,0,312.6,18,-9.2,0,NORMAL,267
315,18,0,305,18,-7.6,0,NORMAL,215
197,18,0,287.6,18,-17.4,0,NORMAL,233
238,18,0,264.8,18,-22.8,0,NORMAL,265
233,18,0,244.4,18,-20.4,0,NORMAL,248
357,18,0,268,18,23.6,0,NORMAL,119
336,18,0,272.2,18,4.2,0,NORMAL,297
223,18,0,277.4,18,5.2,0,NORMAL,270
277,18,0,285.2,18,7.8,0,NORMAL,244
155,18,0,269.6,18,-15.6,0,NORMAL,174
302,18,0,258.6,18,-11,0,NORMAL,214
229,18,0,237.2,18,-21.4,0,NORMAL,269
272,18,0,247,18,9.8,0,NORMAL,139
324,18,0,256.4,18,9.4,0,NORMAL,223
281,18,0,281.6,18,25.2,0,NORMAL,295
176,18,0,256.4,18,-25.2,0,NORMAL,220
185,18,0,247.6,18,-8.8,0,NORMAL,221
222,18,0,237.6,18,-10,0,NORMAL,254
291,18,0,231,18,-6.6,0,NORMAL,197
133,18,0,201.4,18,-29.6,0,NORMAL,294
160,18,0,198.2,18,-3.2,0,NORMAL,263
270,18,0,215.2,18,17,0,NORMAL,131
302,18,0,231.2,18,16,0,NORMAL,154
237,18,0,220.4,18,-10.8,0,NORMAL,257
361,18,0,266,18,45.6,0,NORMAL,237
344,18,0,302.8,18,36.8,0,NORMAL,291
156,18,0,280,18,-22.8,0,NORMAL,251
329,18,0,285.4,18,5.4,0,NORMAL,280
275,18,0,293,18,7.6,0,NORMAL,198
269,18,0,274.6,18,-18.4,0,NORMAL,167
129,18,0,231.6,18,-43,0,NORMAL,193
253,18,0,251,18,19.4,0,NORMAL,300
347,18,0,254.6,18,3.6,0,NORMAL,289
253,18,0,250.2,18,-4.4,0,NORMAL,115
110,18,0,218.4,18,-31.8,0,NORMAL,131
231,18,0,238.8,18,20.4,0,NORMAL,125
342,18,0,256.6,18,17.8,0,NORMAL,195
303,18,0,247.8,18,-8.8,0,NORMAL,185
163,18,0,229.8,18,-18,0,NORMAL,118
363,18,0,280.4,18,50.6,0,NORMAL,118
337,18,0,301.6,18,21.2,0,NORMAL,161
166,18,0,266.4,18,-35.2,0,NORMAL,187
294,18,0,264.6,18,-1.8,0,NORMAL,131
204,18,0,272.8,18,8.2,0,NORMAL,295
243,18,0,248.8,18,-24,0,NORMAL,295
202,18,0,221.8,18,-27,0,NORMAL,172
328,18,0,254.2,18,32.4,0,NORMAL,294
372,18,0,269.8,18,15.6,0,NORMAL,298
329,18,0,294.8,18,25,0,NORMAL,219
343,18,0,314.8,18,20,0,NORMAL,287
362,18,0,346.8,18,32,0,NORMAL,135
105,18,0,302.2,18,-44.6,0,NORMAL,296
197,18,0,267.2,18,-35,0,NORMAL,138
296,18,0,260.6,18,-6.6,0,NORMAL,277
273,18,0,246.6,18,-14,0,NORMAL,217
139,18,0,202,18,-44.6,0,NORMAL,202
122,18,0,205.4,18,3.4,0,NORMAL,203
214,18,0,208.8,18,3.4,0,NORMAL,237
252,18,0,200,18,-8.8,0,NORMAL,176
171,18,0,179.6,18,-20.4,0,NORMAL,272
174,18,0,186.6,18,7,0,NORMAL,111
123,18,0,186.8,18,0.2,0,NORMAL,183
235,18,0,191,18,4.2,0,NORMAL,254
106,18,0,161.8,18,-29.2,0,NORMAL,150
249,18,0,177.4,18,15.6,0,NORMAL,181
206,18,0,183.8,18,6.4,0,NORMAL,132
202,18,0,199.6,18,15.8,0,NORMAL,258
266,18,0,205.8,18,6.2,0,NORMAL,125
246,18,0,233.8,18,28,0,NORMAL,250
270,18,0,238,18,4.2,0,NORMAL,202
300,18,0,256.8,18,18.8,0,NORMAL,279
361,18,0,288.6,18,31.8,0,NORMAL,242
284,18,0,292.2,18,3.6,0,NORMAL,169
239,18,0,290.8,18,-1.4,0,NORMAL,263
258,18,0,288.4,18,-2.4,0,NORMAL,262
167,18,0,261.8,18,-26.6,0,NORMAL,133
251,18,0,239.8,18,-22,0,NORMAL,180
176,18,0,218.2,18,-21.6,0,NORMAL,211
336,18,0,237.6,18,19.4,0,NORMAL,130
344,18,0,254.8,18,17.2,0,NORMAL,288
156,18,0,252.6,18,-2.2,0,NORMAL,237
301,18,0,262.6,18,10,0,NORMAL,110
157,18,0,258.8,18,-3.8,0,NORMAL,222
299,18,0,251.4,18,-7.4,0,NORMAL,145
161,18,0,214.8,18,-36.6,0,NORMAL,111
226,18,0,228.8,18,14,0,NORMAL,216
277,18,0,224,18,-4.8,0,NORMAL,284
292,18,0,251,18,27,0,NORMAL,299
234,18,0,238,18,-13,0,NORMAL,159
320,18,0,269.8,18,31.8,0,NORMAL,271
325,18,0,289.6,18,19.8,0,NORMAL,211
178,18,0,269.8,18,-19.8,0,NORMAL,118
254,18,0,262.2,18,-7.6,0,NORMAL,198
319,18,0,279.2,18,17,0,NORMAL,269
244,18,0,264,18,-15.2,0,NORMAL,199
317,18,0,262.4,18,-1.6,0,NORMAL,206
363,18,0,299.4,18,37,0,NORMAL,167
317,18,0,312,18,12.6,0,NORMAL,194
269,18,0,302,18,-10,0,NORMAL,272
235,18,0,300.2,18,-1.8,0,NORMAL,226
189,18,0,274.6,18,-25.6,0,NORMAL,157
298,18,0,261.6,18,-13,0,NORMAL,112
188,18,0,235.8,18,-25.8,0,NORMAL,140
245,18,0,231,18,-4.8,0,NORMAL,180
207,18,0,225.4,18,-5.6,0,NORMAL,205
165,18,0,220.6,18,-4.8,0,NORMAL,167
148,18,0,190.6,18,-30,0,NORMAL,111
380,18,0,229,18,38.4,0,NORMAL,120
133,18,0,206.6,18,-22.4,0,NORMAL,162
157,18,0,196.6,18,-10,0,NORMAL,267
334,18,0,230.4,18,33.8,0,NORMAL,162
263,18,0,253.4,18,23,0,NORMAL,209
246,18,0,226.6,18,-26.8,0,NORMAL,278
310,18,0,262,18,35.4,0,NORMAL,282
229,18,0,276.4,18,14.4,0,NORMAL,245
126,18,0,234.8,18,-41.6,0,NORMAL,275
317,18,0,245.6,18,10.8,0,NORMAL,257
144,18,0,225.2,18,-20.4,0,NORMAL,125
257,18,0,214.6,18,-10.6,0,NORMAL,259
352,18,0,239.2,18,24.6,0,NORMAL,103
353,18,0,284.6,18,45.4,0,NORMAL,205
212,18,0,263.6,18,-21,0,NORMAL,177
290,18,0,292.8,18,29.2,0,NORMAL,246
240,18,0,289.4,18,-3.4,0,NORMAL,190
252,18,0,269.4,18,-20,0,NORMAL,129
156,18,0,230,18,-39.4,0,NORMAL,283
232,18,0,234,18,4,0,NORMAL,255
275,18,0,231,18,-3,0,NORMAL,165
327,18,0,248.4,18,17.4,0,NORMAL,197
140,18,0,226,18,-22.4,0,NORMAL,130
284,18,0,251.6,18,25.6,0,NORMAL,111
329,18,0,271,18,19.4,0,NORMAL,264
335,18,0,283,18,12,0,NORMAL,280
253,18,0,268.2,18,-14.8,0,NORMAL,200
130,18,0,266.2,18,-2,0,NORMAL,119
178,18,0,245,18,-21.2,0,NORMAL,269
326,18,0,244.4,18,-0.6,0,NORMAL,110
308,18,0,239,18,-5.4,0,NORMAL,193
278,18,0,244,18,5,0,NORMAL,213
181,18,0,254.2,18,10.2,0,NORMAL,239
139,18,0,246.4,18,-7.8,0,NORMAL,110
241,18,0,229.4,18,-17,0,NORMAL,299
206,18,0,209,18,-20.4,0,NORMAL,135
126,18,0,178.6,18,-30.4,0,NORMAL,202
277,18,0,197.8,18,19.2,0,NORMAL,289
233,18,0,216.6,18,18.8,0,NORMAL,259
143,18,0,197,18,-19.6,0,NORMAL,268
135,18,0,182.8,18,-14.2,0,NORMAL,251
225,18,0,202.6,18,19.8,0,NORMAL,254
285,18,0,204.2,18,1.6,0,NORMAL,249
279,18,0,213.4,18,9.2,0,NORMAL,177
200,18,0,224.8,18,11.4,0,NORMAL,262
209,18,0,239.6,18,14.8,0,NORMAL,291
309,18,0,256.4,18,16.8,0,NORMAL,199
214,18,0,242.2,18,-14.2,0,NORMAL,223
187,18,0,223.8,18,-18.4,0,NORMAL,269
260,18,0,235.8,18,12,0,NORMAL,163
137,18,0,221.4,18,-14.4,0,NORMAL,200
180,18,0,195.6,18,-25.8,0,NORMAL,256
269,18,0,206.6,18,11,0,NORMAL,124
325,18,0,234.2,18,27.6,0,NORMAL,120
317,18,0,245.6,18,11.4,0,NORMAL,230
279,18,0,274,18,28.4,0,NORMAL,164
271,18,0,292.2,18,18.2,0,NORMAL,205
137,18,0,265.8,18,-26.4,0,NORMAL,118
192,18,0,239.2,18,-26.6,0,NORMAL,119
354,18,0,246.6,18,7.4,0,NORMAL,236
135,18,0,217.8,18,-28.8,0,NORMAL,127
321,18,0,227.8,18,10,0,NORMAL,185
295,18,0,259.4,18,31.6,0,NORMAL,227
176,18,0,256.2,18,-3.2,0,NORMAL,167
318,18,0,249,18,-7.2,0,NORMAL,246
328,18,0,287.6,18,38.6,0,NORMAL,227
128,18,0,249,18,-38.6,0,NORMAL,190
136,18,0,217.2,18,-31.8,0,NORMAL,219
282,18,0,238.4,18,21.2,0,NORMAL,239
370,18,0,248.8,18,10.4,0,NORMAL,124
166,18,0,216.4,18,-32.4,0,NORMAL,248
297,18,0,250.2,18,33.8,0,NORMAL,200
171,18,0,257.2,18,7,0,NORMAL,280
337,18,0,268.2,18,11,0,NORMAL,200
279,18,0,250,18,-18.2,0,NORMAL,238
150,18,0,246.8,18,-3.2,0,NORMAL,243
297,18,0,246.8,18,0,0,NORMAL,237
314,18,0,275.4,18,28.6,0,NORMAL,258
318,18,0,271.6,18,-3.8,0,NORMAL,184
115,18,0,238.8,18,-32.8,0,NORMAL,167
191,18,0,247,18,8.2,0,NORMAL,193
173,18,0,222.2,18,-24.8,0,NORMAL,288
230,18,0,205.4,18,-16.8,0,NORMAL,184
175,18,0,176.8,18,-28.6,0,NORMAL,226
342,18,0,222.2,18,45.4,0,NORMAL,178
302,18,0,244.4,18,22.2,0,NORMAL,201
300,18,0,269.8,18,25.4,0,NORMAL,168
189,18,0,261.6,18,-8.2,0,NORMAL,253
138,18,0,254.2,18,-7.4,0,NORMAL,187
305,18,0,246.8,18,-7.4,0,NORMAL,150
182,18,0,222.8,18,-24,0,NORMAL,239
280,18,0,218.8,18,-4,0,NORMAL,124
353,18,0,251.6,18,32.8,0,NORMAL,162
146,18,0,253.2,18,1.6,0,NORMAL,252
126,18,0,217.4,18,-35.8,0,NORMAL,217
132,18,0,207.4,18,-10,0,NORMAL,149
324,18,0,216.2,18,8.8,0,NORMAL,225
284,18,0,202.4,18,-13.8,0,NORMAL,137
476,18,0,268.4,18,66,0,NORMAL,172
265,18,0,296.2,18,27.8,0,NORMAL,191
354,18,0,340.6,18,44.4,0,NORMAL,225
274,18,0,330.6,18,-10,0,NORMAL,122
343,18,0,342.4,18,11.8,0,NORMAL,252
178,18,0,282.8,18,-59.6,0,NORMAL,123
183,18,0,266.4,18,-16.4,0,NORMAL,226
318,18,0,259.2,18,-7.2,0,NORMAL,189
187,18,0,241.8,18,-17.4,0,NORMAL,202
111,18,0,195.4,18,-46.4,0,NORMAL,295
247,18,0,209.2,18,13.8,0,NORMAL,231
305,18,0,233.6,18,24.4,0,NORMAL,233
367,18,0,243.4,18,9.8,0,NORMAL,260
375,18,0,281,18,37.6,0,NORMAL,125
163,18,0,291.4,18,10.4,0,NORMAL,168
275,18,0,297,18,5.6,0,NORMAL,148
318,18,0,299.6,18,2.6,0,NORMAL,104
292,18,0,284.6,18,-15,0,NORMAL,264
319,18,0,273.4,18,-11.2,0,NORMAL,155
331,18,0,307,18,33.6,0,NORMAL,108
208,18,0,293.6,18,-13.4,0,NORMAL,226
130,18,0,256,18,-37.6,0,NORMAL,143
237,18,0,245,18,-11,0,NORMAL,215
184,18,0,218,18,-27,0,NORMAL,288
130,18,0,177.8,18,-40.2,0,NORMAL,252
142,18,0,164.6,18,-13.2,0,NORMAL,203
232,18,0,185,18,20.4,0,NORMAL,221
228,18,0,183.2,18,-1.8,0,NORMAL,229
238,18,0,194,18,10.8,0,NORMAL,228
277,18,0,223.4,18,29.4,0,NORMAL,147
254,18,0,245.8,18,22.4,0,NORMAL,199
269,18,0,253.2,18,7.4,0,NORMAL,196
94,18,0,226.4,18,-26.8,0,NORMAL,274
328,18,0,244.4,18,18,0,NORMAL,284
208,18,0,230.6,18,-13.8,0,NORMAL,154
166,18,0,213,18,-17.6,0,NORMAL,206
289,18,0,217,18,4,0,NORMAL,286
296,18,0,257.4,18,40.4,0,NORMAL,167
126,18,0,217,18,-40.4,0,NORMAL,177
172,18,0,209.8,18,-7.2,0,NORMAL,279
125,18,0,201.6,18,-8.2,0,NORMAL,269
178,18,0,179.4,18,-22.2,0,NORMAL,235
112,18,0,142.6,18,-36.8,0,NORMAL,148
260,18,0,169.4,18,26.8,0,NORMAL,275
233,18,0,181.6,18,12.2,0,NORMAL,232
354,18,0,227.4,18,45.8,0,NORMAL,105
286,18,0,249,18,21.6,0,NORMAL,218
278,18,0,282.2,18,33.2,0,NORMAL,147
236,18,0,277.4,18,-4.8,0,NORMAL,151
113,18,0,253.4,18,-24,0,NORMAL,213
130,18,0,208.6,18,-44.8,0,NORMAL,235
271,18,0,205.6,18,-3,0,NORMAL,195
127,18,0,175.4,18,-30.2,0,NORMAL,156
167,18,0,161.6,18,-13.8,0,NORMAL,168
158,18,0,170.6,18,9,0,NORMAL,295
330,18,0,210.6,18,40,0,NORMAL,256
238,18,0,204,18,-6.6,0,NORMAL,189
289,18,0,236.4,18,32.4,0,NORMAL,267
207,18,0,244.4,18,8,0,NORMAL,113
130,18,0,238.8,18,-5.6,0,NORMAL,188
198,18,0,212.4,18,-26.4,0,NORMAL,283
120,18,0,188.8,18,-23.6,0,NORMAL,199
269,18,0,184.8,18,-4,0,NORMAL,135
148,18,0,173,18,-11.8,0,NORMAL,211
189,18,0,184.8,18,11.8,0,NORMAL,273
366,18,0,218.4,18,33.6,0,NORMAL,138
274,18,0,249.2,18,30.8,0,NORMAL,114
211,18,0,237.6,18,-11.6,0,NORMAL,228
244,18,0,256.8,18,19.2,0,NORMAL,299
270,18,0,273,18,16.2,0,NORMAL,275
171,18,0,234,18,-39,0,NORMAL,285
279,18,0,235,18,1,0,NORMAL,161
345,18,0,261.8,18,26.8,0,NORMAL,193
242,18,0,261.4,18,-0.4,0,NORMAL,265
248,18,0,257,18,-4.4,0,NORMAL,174
123,18,0,247.4,18,-9.6,0,NORMAL,260
154,18,0,222.4,18,-25,0,NORMAL,265
361,18,0,225.6,18,3.2,0,NORMAL,157
363,18,0,249.8,18,24.2,0,NORMAL,135
282,18,0,256.6,18,6.8,0,NORMAL,156
300,18,0,292,18,35.4,0,NORMAL,250
214,18,0,304,18,12,0,NORMAL,172
208,18,0,273.4,18,-30.6,0,NORMAL,160
289,18,0,258.6,18,-14.8,0,NORMAL,115
173,18,0,236.8,18,-21.8,0,NORMAL,292
252,18,0,227.2,18,-9.6,0,NORMAL,288
227,18,0,229.8,18,2.6,0,NORMAL,239
347,18,0,257.6,18,27.8,0,NORMAL,258
175,18,0,234.8,18,-22.8,0,NORMAL,214
157,18,0,231.6,18,-3.2,0,NORMAL,110
254,18,0,232,18,0.4,0,NORMAL,155
242,18,0,235,18,3,0,NORMAL,249
282,18,0,222,18,-13,0,NORMAL,136
237,18,0,234.4,18,12.4,0,NORMAL,208
319,18,0,266.8,18,32.4,0,NORMAL,201
289,18,0,273.8,18,7,0,NORMAL,285
158,18,0,257,18,-16.8,0,NORMAL,100
155,18,0,231.6,18,-25.4,0,NORMAL,194
363,18,0,256.8,18,25.2,0,NORMAL,169
189,18,0,230.8,18,-26,0,NORMAL,214
362,18,0,245.4,18,14.6,0,NORMAL,245
153,18,0,244.4,18,-1,0,NORMAL,290
170,18,0,247.4,18,3,0,NORMAL,242
186,18,0,212,18,-35.4,0,NORMAL,105
269,18,0,228,18,16,0,NORMAL,243
196,18,0,194.8,18,-33.2,0,NORMAL,226
318,18,0,227.8,18,33,0,NORMAL,118
252,18,0,244.2,18,16.4,0,NORMAL,151
218,18,0,250.6,18,6.4,0,NORMAL,281
266,18,0,250,18,-0.6,0,NORMAL,227
391,18,0,289,18,39,0,NORMAL,196
257,18,0,276.8,18,-12.2,0,NORMAL,243
156,18,0,257.6,18,-19.2,0,NORMAL,166
219,18,0,257.8,18,0.2,0,NORMAL,271
313,18,0,267.2,18,9.4,0,NORMAL,155
194,18,0,227.8,18,-39.4,0,NORMAL,288
340,18,0,244.4,18,16.6,0,NORMAL,241
252,18,0,263.6,18,19.2,0,NORMAL,149
283,18,0,276.4,18,12.8,0,NORMAL,129
185,18,0,250.8,18,-25.6,0,NORMAL,273
339,18,0,279.8,18,29,0,NORMAL,104
96,18,0,231,18,-48.8,0,NORMAL,203
205,18,0,221.6,18,-9.4,0,NORMAL,269
258,18,0,216.6,18,-5,0,NORMAL,203
248,18,0,229.2,18,12.6,0,NORMAL,253
262,18,0,213.8,18,-15.4,0,NORMAL,155
138,18,0,222.2,18,8.4,0,NORMAL,270
178,18,0,216.8,18,-5.4,0,NORMAL,136
123,18,0,189.8,18,-27,0,NORMAL,205
252,18,0,190.6,18,0.8,0,NORMAL,183
219,18,0,182,18,-8.6,0,NORMAL,218
257,18,0,205.8,18,23.8,0,NORMAL,153
232,18,0,216.6,18,10.8,0,NORMAL,223
261,18,0,244.2,18,27.6,0,NORMAL,231
223,18,0,238.4,18,-5.8,0,NORMAL,261
284,18,0,251.4,18,13,0,NORMAL,188
301,18,0,260.2,18,8.8,0,NORMAL,207
303,18,0,274.4,18,14.2,0,NORMAL,261
229,18,0,268,18,-6.4,0,NORMAL,220
223,18,0,268,18,0,0,NORMAL,289
197,18,0,250.6,18,-17.4,0,NORMAL,215
277,18,0,245.8,18,-4.8,0,NORMAL,169
195,18,0,224.2,18,-21.6,0,NORMAL,185
272,18,0,232.8,18,8.6,0,NORMAL,299
178,18,0,223.8,18,-9,0,NORMAL,273
196,18,0,223.6,18,-0.2,0,NORMAL,277
259,18,0,220,18,-3.6,0,NORMAL,283
227,18,0,226.4,18,6.4,0,NORMAL,268
241,18,0,220.2,18,-6.2,0,NORMAL,297
228,18,0,230.2,18,10,0,NORMAL,164
350,18,0,261,18,30.8,0,NORMAL,179
233,18,0,255.8,18,-5.2,0,NORMAL,101
1023,38.2,0,415,22,159.2,4.04,GAS_LEAK,249
650,38.6,0,496.8,26.2,81.8,4.12,GAS_LEAK,220
787,51.7,0,608.6,32.9,111.8,6.74,GAS_LEAK,299
960,39.1,0,730.6,37.1,122,4.22,GAS_LEAK,170
823,32.6,0,848.6,40,118,2.92,GAS_LEAK,204
942,42.6,0,832.4,40.9,-16.2,0.88,GAS_LEAK,288
889,32,0,880.2,39.6,47.8,-1.32,GAS_LEAK,267
938,33.4,0,910.4,35.9,30.2,-3.66,GAS_LEAK,198
872,37.1,0,892.8,35.5,-17.6,-0.4,GAS_LEAK,263
846,27.9,0,897.4,34.6,4.6,-0.94,GAS_LEAK,288
1023,33.1,0,913.6,32.7,16.2,-1.9,GAS_LEAK,127
817,29.4,0,899.2,32.2,-14.4,-0.52,GAS_LEAK,212
812,43.6,0,874,34.2,-25.2,2.04,GAS_LEAK,283
685,37.8,0,836.6,34.4,-37.4,0.14,GAS_LEAK,149
907,36.1,0,848.8,36,12.2,1.64,GAS_LEAK,283
