t_ms,gas_raw,temp_c,flame,gas_avg,temp_avg,dGas,dTemp,ml_state,final_state,alarm,suppression,label,label_name
336000,283,18,0,240.8,18,8,0,0,0,0,0,0,NORMAL
337000,366,18,0,274,18,33.2,0,0,0,0,0,0,NORMAL
338000,211,18,0,279.6,18,5.6,0,0,0,0,0,0,NORMAL
339000,184,18,0,252.6,18,-27,0,0,0,0,0,0,NORMAL
340000,317,18,0,272.2,18,19.6,0,0,0,0,0,0,NORMAL
341000,277,18,0,271,18,-1.2,0,0,0,0,0,0,NORMAL
342000,202,18,0,238.2,18,-32.8,0,0,0,0,0,0,NORMAL
343000,248,18,0,245.6,18,7.4,0,0,0,0,0,0,NORMAL
344000,243,18,0,257.4,18,11.8,0,0,0,0,0,0,NORMAL
345000,334,18,0,260.8,18,3.4,0,0,0,0,0,0,NORMAL
346000,217,18,0,248.8,18,-12,0,0,0,0,0,0,NORMAL
347000,395,18,0,287.4,18,38.6,0,0,0,0,0,0,NORMAL
348000,310,18,0,299.8,18,12.4,0,0,0,0,0,0,NORMAL
349000,212,18,0,293.6,18,-6.2,0,0,0,0,0,0,NORMAL
350000,140,18,0,254.8,18,-38.8,0,0,0,0,0,0,NORMAL
351000,266,19,0,264.6,18.2,9.8,0.2,0,0,0,0,0,NORMAL
352000,149,18,0,215.4,18.2,-49.2,0,0,0,0,0,0,NORMAL
353000,171,18,0,187.6,18.2,-27.8,0,0,0,0,0,0,NORMAL
354000,233,18,0,191.8,18.2,4.2,0,0,0,0,0,0,NORMAL
355000,349,18,0,233.6,18.2,41.8,0,0,0,0,0,0,NORMAL
356000,369,18,0,254.2,18,20.6,-0.2,0,0,0,0,0,NORMAL
357000,160,18.4,0,256.4,18.1,2.2,0.08,0,0,0,0,0,NORMAL
358000,357,20.6,0,293.6,18.6,37.2,0.52,0,0,0,0,0,NORMAL
359000,142,18,0,275.4,18.6,-18.2,0,0,0,0,0,0,NORMAL
360000,295,20.3,0,264.6,19.1,-10.8,0.46,0,0,0,0,0,NORMAL
361000,343,18,0,259.4,19.1,-5.2,0,0,0,0,0,0,NORMAL
362000,344,20.1,0,296.2,19.4,36.8,0.34,0,0,0,0,0,NORMAL
363000,187,18,0,262.2,18.9,-34,-0.52,0,0,0,0,0,NORMAL
364000,320,18,0,297.8,18.9,35.6,0,0,0,0,0,0,NORMAL
365000,126,18,0,264,18.4,-33.8,-0.46,0,0,0,0,0,NORMAL
366000,232,23.8,0,241.8,19.6,-22.2,1.16,0,0,0,0,0,NORMAL
367000,219,18,0,216.8,19.2,-25,-0.42,0,0,0,0,0,NORMAL
368000,210,18,0,221.4,19.2,4.6,0,0,0,0,0,0,NORMAL
369000,144,18,0,186.2,19.2,-35.2,0,0,0,0,0,0,NORMAL
370000,301,18,0,221.2,19.2,35,0,0,0,0,0,0,NORMAL
371000,228,18,0,220.4,18,-0.8,-1.16,0,0,0,0,0,NORMAL
372000,305,18,0,237.6,18,17.2,0,0,0,0,0,0,NORMAL
373000,222,18,0,240,18,2.4,0,0,0,0,0,0,NORMAL
374000,192,18,0,249.6,18,9.6,0,0,0,0,0,0,NORMAL
375000,363,18,0,262,18,12.4,0,0,0,0,0,0,NORMAL
376000,140,18,0,244.4,18,-17.6,0,0,0,0,0,0,NORMAL
377000,298,18,0,243,18,-1.4,0,0,0,0,0,0,NORMAL
378000,292,18,0,257,18,14,0,0,0,0,0,0,NORMAL
379000,193,18,0,257.2,18,0.2,0,0,0,0,0,0,NORMAL
380000,152,18,0,215,18,-42.2,0,0,0,0,0,0,NORMAL
381000,133,18,0,213.6,18,-1.4,0,0,0,0,0,0,NORMAL
382000,328,18,0,219.6,18,6,0,0,0,0,0,0,NORMAL
383000,408,18,0,242.8,18,23.2,0,0,0,0,0,0,NORMAL
384000,155,18,0,235.2,18,-7.6,0,0,0,0,0,0,NORMAL
385000,101,18,0,225,18,-10.2,0,0,0,0,0,0,NORMAL
386000,159,18,0,230.2,18,5.2,0,0,0,0,0,0,NORMAL
387000,166,18,0,197.8,18,-32.4,0,0,0,0,0,0,NORMAL
388000,320,18,0,180.2,18,-17.6,0,0,0,0,0,0,NORMAL
389000,345,18,0,218.2,18,38,0,0,0,0,0,0,NORMAL
390000,119,18,0,221.8,18,3.6,0,0,0,0,0,0,NORMAL
391000,285,18,0,247,18,25.2,0,0,0,0,0,0,NORMAL
392000,141,18,0,242,18,-5,0,0,0,0,0,0,NORMAL
393000,170,18,0,212,18,-30,0,0,0,0,0,0,NORMAL
394000,265,18,0,196,18,-16,0,0,0,0,0,0,NORMAL
395000,247,18,0,221.6,18,25.6,0,0,0,0,0,0,NORMAL
396000,302,18,0,225,18,3.4,0,0,0,0,0,0,NORMAL
397000,119,18,0,220.6,18,-4.4,0,0,0,0,0,0,NORMAL
398000,150,18,0,216.6,18,-4,0,0,0,0,0,0,NORMAL
399000,194,18,0,202.4,18,-14.2,0,0,0,0,0,0,NORMAL
400000,200,18,0,193,18,-9.4,0,0,0,0,0,0,NORMAL
401000,376,18,0,207.8,18,14.8,0,0,0,0,0,0,NORMAL
402000,321,18,0,248.2,18,40.4,0,0,0,0,0,0,NORMAL
403000,218,18,0,261.8,18,13.6,0,0,0,0,0,0,NORMAL
404000,352,18,0,293.4,18,31.6,0,0,0,0,0,0,NORMAL
405000,245,18,0,302.4,18,9,0,0,0,0,0,0,NORMAL
406000,250,18,0,277.2,18,-25.2,0,0,0,0,0,0,NORMAL
407000,226,18,0,258.2,18,-19,0,0,0,0,0,0,NORMAL
408000,146,18,0,243.8,18,-14.4,0,0,0,0,0,0,NORMAL
409000,337,18,0,240.8,18,-3,0,0,0,0,0,0,NORMAL
410000,106,18,0,213,18,-27.8,0,0,0,0,0,0,NORMAL
411000,169,18,0,196.8,18,-16.2,0,0,0,0,0,0,NORMAL
412000,173,18,0,186.2,18,-10.6,0,0,0,0,0,0,NORMAL
413000,173,18,0,191.6,18,5.4,0,0,0,0,0,0,NORMAL
414000,137,18,0,151.6,18,-40,0,0,0,0,0,0,NORMAL
415000,99,18,0,150.2,18,-1.4,0,0,0,0,0,0,NORMAL
416000,301,18,0,176.6,18,26.4,0,0,0,0,0,0,NORMAL
417000,353,18,0,212.6,18,36,0,0,0,0,0,0,NORMAL
418000,131,18,0,204.2,18,-8.4,0,0,0,0,0,0,NORMAL
419000,207,18,0,218.2,18,14,0,0,0,0,0,0,NORMAL
420000,229,18,0,244.2,18,26,0,0,0,0,0,0,NORMAL
421000,313,18,0,246.6,18,2.4,0,0,0,0,0,0,NORMAL
422000,306,18,0,237.2,18,-9.4,0,0,0,0,0,0,NORMAL
423000,292,18,0,269.4,18,32.2,0,0,0,0,0,0,NORMAL
424000,250,18,0,278,18,8.6,0,0,0,0,0,0,NORMAL
425000,220,18,0,276.2,18,-1.8,0,0,0,0,0,0,NORMAL
426000,189,18,0,251.4,18,-24.8,0,0,0,0,0,0,NORMAL
427000,327,18,0,255.6,18,4.2,0,0,0,0,0,0,NORMAL
428000,288,18,0,254.8,18,-0.8,0,0,0,0,0,0,NORMAL
429000,136,18,0,232,18,-22.8,0,0,0,0,0,0,NORMAL
430000,281,18,0,244.2,18,12.2,0,0,0,0,0,0,NORMAL
431000,177,18,0,241.8,18,-2.4,0,0,0,0,0,0,NORMAL
432000,296,18,0,235.6,18,-6.2,0,0,0,0,0,0,NORMAL
433000,273,18,0,232.6,18,-3,0,0,0,0,0,0,NORMAL
434000,158,18,0,237,18,4.4,0,0,0,0,0,0,NORMAL
435000,262,18,0,233.2,18,-3.8,0,0,0,0,0,0,NORMAL
436000,180,18,0,233.8,18,0.6,0,0,0,0,0,0,NORMAL
437000,292,18,0,233,18,-0.8,0,0,0,0,0,0,NORMAL
438000,321,18,0,242.6,18,9.6,0,0,0,0,0,0,NORMAL
439000,157,18,0,242.4,18,-0.2,0,0,0,0,0,0,NORMAL
440000,200,18,0,230,18,-12.4,0,0,0,0,0,0,NORMAL
441000,357,18,0,265.4,18,35.4,0,0,0,0,0,0,NORMAL
442000,166,18,0,240.2,18,-25.2,0,0,0,0,0,0,NORMAL
443000,138,18,0,203.6,18,-36.6,0,0,0,0,0,0,NORMAL
444000,223,18,0,216.8,18,13.2,0,0,0,0,0,0,NORMAL
445000,259,18,0,228.6,18,11.8,0,0,0,0,0,0,NORMAL
446000,295,18,0,216.2,18,-12.4,0,0,0,0,0,0,NORMAL
447000,200,18,0,223,18,6.8,0,0,0,0,0,0,NORMAL
448000,321,18,0,259.6,18,36.6,0,0,0,0,0,0,NORMAL
449000,238,18,0,262.6,18,3,0,0,0,0,0,0,NORMAL
450000,173,18,0,245.4,18,-17.2,0,0,0,0,0,0,NORMAL
451000,367,18,0,259.8,18,14.4,0,0,0,0,0,0,NORMAL
452000,364,18,0,292.6,18,32.8,0,0,0,0,0,0,NORMAL
453000,260,18,0,280.4,18,-12.2,0,0,0,0,0,0,NORMAL
454000,109,18,0,254.6,18,-25.8,0,0,0,0,0,0,NORMAL
455000,208,18,0,261.6,18,7,0,0,0,0,0,0,NORMAL
456000,217,18,0,231.6,18,-30,0,0,0,0,0,0,NORMAL
457000,183,18,0,195.4,18,-36.2,0,0,0,0,0,0,NORMAL
458000,263,18,0,196,18,0.6,0,0,0,0,0,0,NORMAL
459000,305,18,0,235.2,18,39.2,0,0,0,0,0,0,NORMAL
460000,177,18,0,229,18,-6.2,0,0,0,0,0,0,NORMAL
461000,318,18,0,249.2,18,20.2,0,0,0,0,0,0,NORMAL
462000,153,18,0,243.2,18,-6,0,0,0,0,0,0,NORMAL
463000,293,18,0,249.2,18,6,0,0,0,0,0,0,NORMAL
464000,217,18,0,231.6,18,-17.6,0,0,0,0,0,0,NORMAL
465000,125,18,0,221.2,18,-10.4,0,0,0,0,0,0,NORMAL
466000,383,18,0,234.2,18,13,0,0,0,0,0,0,NORMAL
467000,167,18,0,237,18,2.8,0,0,0,0,0,0,NORMAL
468000,277,18,0,233.8,18,-3.2,0,0,0,0,0,0,NORMAL
469000,186,18,0,227.6,18,-6.2,0,0,0,0,0,0,NORMAL
470000,319,18,0,266.4,18,38.8,0,0,0,0,0,0,NORMAL
471000,312,18,0,252.2,18,-14.2,0,0,0,0,0,0,NORMAL
472000,307,18,0,280.2,18,28,0,0,0,0,0,0,NORMAL
473000,172,18,0,259.2,18,-21,0,0,0,0,0,0,NORMAL
474000,189,18,0,259.8,18,0.6,0,0,0,0,0,0,NORMAL
475000,251,18,0,246.2,18,-13.6,0,0,0,0,0,0,NORMAL
476000,318,18,0,247.4,18,1.2,0,0,0,0,0,0,NORMAL
477000,325,18,0,251,18,3.6,0,0,0,0,0,0,NORMAL
478000,127,18,0,242,18,-9,0,0,0,0,0,0,NORMAL
479000,318,18,0,267.8,18,25.8,0,0,0,0,0,0,NORMAL
480000,120,18,0,241.6,18,-26.2,0,0,0,0,0,0,NORMAL
481000,188,18,0,215.6,18,-26,0,0,0,0,0,0,NORMAL
482000,325,18,0,215.6,18,0,0,0,0,0,0,0,NORMAL
483000,165,18,0,223.2,18,7.6,0,0,0,0,0,0,NORMAL
484000,311,18,0,221.8,18,-1.4,0,0,0,0,0,0,NORMAL
485000,199,18,0,237.6,18,15.8,0,0,0,0,0,0,NORMAL
486000,203,18,0,240.6,18,3,0,0,0,0,0,0,NORMAL
487000,186,18,0,212.8,18,-27.8,0,0,0,0,0,0,NORMAL
488000,287,18,0,237.2,18,24.4,0,0,0,0,0,0,NORMAL
489000,302,18,0,235.4,18,-1.8,0,0,0,0,0,0,NORMAL
490000,285,18,0,252.6,18,17.2,0,0,0,0,0,0,NORMAL
491000,341,18,0,280.2,18,27.6,0,0,0,0,0,0,NORMAL
492000,327,18,0,308.4,18,28.2,0,0,0,0,0,0,NORMAL
493000,288,18,0,308.6,18,0.2,0,0,0,0,0,0,NORMAL
494000,266,18,0,301.4,18,-7.2,0,0,0,0,0,0,NORMAL
495000,195,18,0,283.4,18,-18,0,0,0,0,0,0,NORMAL
496000,203,18,0,255.8,18,-27.6,0,0,0,0,0,0,NORMAL
497000,145,18,0,219.4,18,-36.4,0,0,0,0,0,0,NORMAL
498000,196,18,0,201,18,-18.4,0,0,0,0,0,0,NORMAL
499000,387,18,0,225.2,18,24.2,0,0,0,0,0,0,NORMAL
500000,220,18,0,230.2,18,5,0,0,0,0,0,0,NORMAL
501000,177,18,0,225,18,-5.2,0,0,0,0,0,0,NORMAL
502000,272,18,0,250.4,18,25.4,0,0,0,0,0,0,NORMAL
503000,356,18,0,282.4,18,32,0,0,0,0,0,0,NORMAL
504000,301,18,0,265.2,18,-17.2,0,0,0,0,0,0,NORMAL
505000,176,18,0,256.4,18,-8.8,0,0,0,0,0,0,NORMAL
506000,232,18,0,267.4,18,11,0,0,0,0,0,0,NORMAL
507000,278,18,0,268.6,18,1.2,0,0,0,0,0,0,NORMAL
508000,183,18,0,234,18,-34.6,0,0,0,0,0,0,NORMAL
509000,211,18,0,216,18,-18,0,0,0,0,0,0,NORMAL
510000,188,18,0,218.4,18,2.4,0,0,0,0,0,0,NORMAL
511000,390,18,0,250,18,31.6,0,0,0,0,0,0,NORMAL
512000,297,18,0,253.8,18,3.8,0,0,0,0,0,0,NORMAL
513000,368,18,0,290.8,18,37,0,0,0,0,0,0,NORMAL
514000,305,18,0,309.6,18,18.8,0,0,0,0,0,0,NORMAL
515000,334,18,0,338.8,18,29.2,0,0,0,0,0,0,NORMAL
516000,120,18,0,284.8,18,-54,0,0,0,0,0,0,NORMAL
517000,377,18,0,300.8,18,16,0,0,0,0,0,0,NORMAL
518000,151,18,0,257.4,18,-43.4,0,0,0,0,0,0,NORMAL
519000,227,18,0,241.8,18,-15.6,0,0,0,0,0,0,NORMAL
520000,286,18,0,232.2,18,-9.6,0,0,0,0,0,0,NORMAL
521000,218,18,0,251.8,18,19.6,0,0,0,0,0,0,NORMAL
522000,194,18,0,215.2,18,-36.6,0,0,0,0,0,0,NORMAL
523000,135,18,0,212,18,-3.2,0,0,0,0,0,0,NORMAL
524000,311,18,0,228.8,18,16.8,0,0,0,0,0,0,NORMAL
525000,186,18,0,208.8,18,-20,0,0,0,0,0,0,NORMAL
526000,154,18,0,196,18,-12.8,0,0,0,0,0,0,NORMAL
527000,362,18,0,229.6,18,33.6,0,0,0,0,0,0,NORMAL
528000,148,18,0,232.2,18,2.6,0,0,0,0,0,0,NORMAL
529000,353,18,0,240.6,18,8.4,0,0,0,0,0,0,NORMAL
530000,388,18,0,281,18,40.4,0,0,0,0,0,0,NORMAL
531000,255,18,0,301.2,18,20.2,0,0,0,0,0,0,NORMAL
532000,150,18,0,258.8,18,-42.4,0,0,0,0,0,0,NORMAL
533000,159,18,0,261,18,2.2,0,0,0,0,0,0,NORMAL
534000,207,18,0,231.8,18,-29.2,0,0,0,0,0,0,NORMAL
535000,246,18,0,203.4,18,-28.4,0,0,0,0,0,0,NORMAL
536000,143,18,0,181,18,-22.4,0,0,0,0,0,0,NORMAL
537000,250,18,0,201,18,20,0,0,0,0,0,0,NORMAL
538000,154,18,0,200,18,-1,0,0,0,0,0,0,NORMAL
539000,208,18,0,200.2,18,0.2,0,0,0,0,0,0,NORMAL
540000,100,18,0,171,18,-29.2,0,0,0,0,0,0,NORMAL
541000,320,18,0,206.4,18,35.4,0,0,0,0,0,0,NORMAL
542000,141,18,0,184.6,18,-21.8,0,0,0,0,0,0,NORMAL
543000,150,18,0,183.8,18,-0.8,0,0,0,0,0,0,NORMAL
544000,157,18,0,173.6,18,-10.2,0,0,0,0,0,0,NORMAL
545000,319,18,0,217.4,18,43.8,0,0,0,0,0,0,NORMAL
546000,146,18,0,182.6,18,-34.8,0,0,0,0,0,0,NORMAL
547000,195,18,0,193.4,18,10.8,0,0,0,0,0,0,NORMAL
548000,244,18,0,212.2,18,18.8,0,0,0,0,0,0,NORMAL
549000,248,18,0,230.4,18,18.2,0,0,0,0,0,0,NORMAL
550000,281,18,0,222.8,18,-7.6,0,0,0,0,0,0,NORMAL
551000,323,18,0,258.2,18,35.4,0,0,0,0,0,0,NORMAL
552000,189,18,0,257,18,-1.2,0,0,0,0,0,0,NORMAL
553000,325,18,0,273.2,18,16.2,0,0,0,0,0,0,NORMAL
554000,217,18,0,267,18,-6.2,0,0,0,0,0,0,NORMAL
555000,365,18,0,283.8,18,16.8,0,0,0,0,0,0,NORMAL
556000,243,18,0,267.8,18,-16,0,0,0,0,0,0,NORMAL
557000,294,18,0,288.8,18,21,0,0,0,0,0,0,NORMAL
558000,313,18,0,286.4,18,-2.4,0,0,0,0,0,0,NORMAL
559000,308,18,0,304.6,18,18.2,0,0,0,0,0,0,NORMAL
560000,349,18,0,301.4,18,-3.2,0,0,0,0,0,0,NORMAL
561000,245,18,0,301.8,18,0.4,0,0,0,0,0,0,NORMAL
562000,112,18,0,265.4,18,-36.4,0,0,0,0,0,0,NORMAL
563000,228,18,0,248.4,18,-17,0,0,0,0,0,0,NORMAL
564000,167,18,0,220.2,18,-28.2,0,0,0,0,0,0,NORMAL
565000,325,18,0,215.4,18,-4.8,0,0,0,0,0,0,NORMAL
566000,185,18,0,203.4,18,-12,0,0,0,0,0,0,NORMAL
567000,184,18,0,217.8,18,14.4,0,0,0,0,0,0,NORMAL
568000,196,18,0,211.4,18,-6.4,0,0,0,0,0,0,NORMAL
569000,302,18,0,238.4,18,27,0,0,0,0,0,0,NORMAL
570000,276,18,0,228.6,18,-9.8,0,0,0,0,0,0,NORMAL
571000,328,18,0,257.2,18,28.6,0,0,0,0,0,0,NORMAL
572000,200,18,0,260.4,18,3.2,0,0,0,0,0,0,NORMAL
573000,185,18,0,258.2,18,-2.2,0,0,0,0,0,0,NORMAL
574000,121,18,0,222,18,-36.2,0,0,0,0,0,0,NORMAL
575000,98,18,0,186.4,18,-35.6,0,0,0,0,0,0,NORMAL
576000,200,18,0,160.8,18,-25.6,0,0,0,0,0,0,NORMAL
577000,332,18,0,187.2,18,26.4,0,0,0,0,0,0,NORMAL
578000,231,18,0,196.4,18,9.2,0,0,0,0,0,0,NORMAL
579000,327,18,0,237.6,18,41.2,0,0,0,0,0,0,NORMAL
580000,167,18,0,251.4,18,13.8,0,0,0,0,0,0,NORMAL
581000,145,18,0,240.4,18,-11,0,0,0,0,0,0,NORMAL
582000,369,18,0,247.8,18,7.4,0,0,0,0,0,0,NORMAL
583000,148,18,0,231.2,18,-16.6,0,0,0,0,0,0,NORMAL
584000,126,18,0,191,18,-40.2,0,0,0,0,0,0,NORMAL
585000,216,18,0,200.8,18,9.8,0,0,0,0,0,0,NORMAL
586000,346,18,0,241,18,40.2,0,0,0,0,0,0,NORMAL
587000,293,18,0,225.8,18,-15.2,0,0,0,0,0,0,NORMAL
588000,184,18,0,233,18,7.2,0,0,0,0,0,0,NORMAL
589000,303,18,0,268.4,18,35.4,0,0,0,0,0,0,NORMAL
590000,339,18,0,293,18,24.6,0,0,0,0,0,0,NORMAL
591000,316,18,0,287,18,-6,0,0,0,0,0,0,NORMAL
592000,304,18,0,289.2,18,2.2,0,0,0,0,0,0,NORMAL
593000,192,18,0,290.8,18,1.6,0,0,0,0,0,0,NORMAL
594000,380,18,0,306.2,18,15.4,0,0,0,0,0,0,NORMAL
595000,178,18,0,274,18,-32.2,0,0,0,0,0,0,NORMAL
596000,311,18,0,273,18,-1,0,0,0,0,0,0,NORMAL
597000,224,18,0,257,18,-16,0,0,0,0,0,0,NORMAL
598000,281,18,0,274.8,18,17.8,0,0,0,0,0,0,NORMAL
599000,290,18,0,256.8,18,-18,0,0,0,0,0,0,NORMAL
600000,264,18,0,274,18,17.2,0,0,0,0,0,0,NORMAL
601000,244,18,0,260.6,18,-13.4,0,0,0,0,0,0,NORMAL
602000,310,18,0,277.8,18,17.2,0,0,0,0,0,0,NORMAL
603000,286,18,0,278.8,18,1,0,0,0,0,0,0,NORMAL
604000,142,18,0,249.2,18,-29.6,0,0,0,0,0,0,NORMAL
605000,332,18,0,262.8,18,13.6,0,0,0,0,0,0,NORMAL
606000,224,18,0,258.8,18,-4,0,0,0,0,0,0,NORMAL
607000,178,18,0,232.4,18,-26.4,0,0,0,0,0,0,NORMAL
608000,246,18,0,224.4,18,-8,0,0,0,0,0,0,NORMAL
609000,371,18,0,270.2,18,45.8,0,0,0,0,0,0,NORMAL
610000,349,18,0,273.6,18,3.4,0,0,0,0,0,0,NORMAL
611000,306,18,0,290,18,16.4,0,0,0,0,0,0,NORMAL
612000,249,18,0,304.2,18,14.2,0,0,0,0,0,0,NORMAL
613000,292,18,0,313.4,18,9.2,0,0,0,0,0,0,NORMAL
614000,248,18,0,288.8,18,-24.6,0,0,0,0,0,0,NORMAL
615000,261,18,0,271.2,18,-17.6,0,0,0,0,0,0,NORMAL
616000,299,18,0,269.8,18,-1.4,0,0,0,0,0,0,NORMAL
617000,165,18,0,253,18,-16.8,0,0,0,0,0,0,NORMAL
618000,223,18,0,239.2,18,-13.8,0,0,0,0,0,0,NORMAL
619000,145,18,0,218.6,18,-20.6,0,0,0,0,0,0,NORMAL
620000,132,18,0,192.8,18,-25.8,0,0,0,0,0,0,NORMAL
621000,213,18,0,175.6,18,-17.2,0,0,0,0,0,0,NORMAL
622000,249,18,0,192.4,18,16.8,0,0,0,0,0,0,NORMAL
623000,180,18,0,183.8,18,-8.6,0,0,0,0,0,0,NORMAL
624000,218,18,0,198.4,18,14.6,0,0,0,0,0,0,NORMAL
625000,265,18,0,225,18,26.6,0,0,0,0,0,0,NORMAL
626000,190,18,0,220.4,18,-4.6,0,0,0,0,0,0,NORMAL
627000,203,18,0,211.2,18,-9.2,0,0,0,0,0,0,NORMAL
628000,182,18,0,211.6,18,0.4,0,0,0,0,0,0,NORMAL
629000,224,18,0,212.8,18,1.2,0,0,0,0,0,0,NORMAL
630000,211,18,0,202,18,-10.8,0,0,0,0,0,0,NORMAL
631000,320,18,0,228,18,26,0,0,0,0,0,0,NORMAL
632000,230,18,0,233.4,18,5.4,0,0,0,0,0,0,NORMAL
633000,239,18,0,244.8,18,11.4,0,0,0,0,0,0,NORMAL
634000,216,18,0,243.2,18,-1.6,0,0,0,0,0,0,NORMAL
635000,177,18,0,236.4,18,-6.8,0,0,0,0,0,0,NORMAL
636000,270,18,0,226.4,18,-10,0,0,0,0,0,0,NORMAL
637000,172,18,0,214.8,18,-11.6,0,0,0,0,0,0,NORMAL
638000,174,18,0,201.8,18,-13,0,0,0,0,0,0,NORMAL
639000,285,18,0,215.6,18,13.8,0,0,0,0,0,0,NORMAL
640000,353,18,0,250.8,18,35.2,0,0,0,0,0,0,NORMAL
641000,284,18,0,253.6,18,2.8,0,0,0,0,0,0,NORMAL
642000,352,18,0,289.6,18,36,0,0,0,0,0,0,NORMAL
643000,335,18,0,321.8,18,32.2,0,0,0,0,0,0,NORMAL
644000,239,18,0,312.6,18,-9.2,0,0,0,0,0,0,NORMAL
645000,315,18,0,305,18,-7.6,0,0,0,0,0,0,NORMAL
646000,197,18,0,287.6,18,-17.4,0,0,0,0,0,0,NORMAL
647000,238,18,0,264.8,18,-22.8,0,0,0,0,0,0,NORMAL
648000,233,18,0,244.4,18,-20.4,0,0,0,0,0,0,NORMAL
649000,357,18,0,268,18,23.6,0,0,0,0,0,0,NORMAL
650000,336,18,0,272.2,18,4.2,0,0,0,0,0,0,NORMAL
651000,223,18,0,277.4,18,5.2,0,0,0,0,0,0,NORMAL
652000,277,18,0,285.2,18,7.8,0,0,0,0,0,0,NORMAL
653000,155,18,0,269.6,18,-15.6,0,0,0,0,0,0,NORMAL
654000,302,18,0,258.6,18,-11,0,0,0,0,0,0,NORMAL
655000,229,18,0,237.2,18,-21.4,0,0,0,0,0,0,NORMAL
656000,272,18,0,247,18,9.8,0,0,0,0,0,0,NORMAL
657000,324,18,0,256.4,18,9.4,0,0,0,0,0,0,NORMAL
658000,281,18,0,281.6,18,25.2,0,0,0,0,0,0,NORMAL
659000,176,18,0,256.4,18,-25.2,0,0,0,0,0,0,NORMAL
660000,185,18,0,247.6,18,-8.8,0,0,0,0,0,0,NORMAL
661000,222,18,0,237.6,18,-10,0,0,0,0,0,0,NORMAL
662000,291,18,0,231,18,-6.6,0,0,0,0,0,0,NORMAL
663000,133,18,0,201.4,18,-29.6,0,0,0,0,0,0,NORMAL
664000,160,18,0,198.2,18,-3.2,0,0,0,0,0,0,NORMAL
665000,270,18,0,215.2,18,17,0,0,0,0,0,0,NORMAL
666000,302,18,0,231.2,18,16,0,0,0,0,0,0,NORMAL
667000,237,18,0,220.4,18,-10.8,0,0,0,0,0,0,NORMAL
668000,361,18,0,266,18,45.6,0,0,0,0,0,0,NORMAL
669000,344,18,0,302.8,18,36.8,0,0,0,0,0,0,NORMAL
670000,156,18,0,280,18,-22.8,0,0,0,0,0,0,NORMAL
671000,329,18,0,285.4,18,5.4,0,0,0,0,0,0,NORMAL
672000,275,18,0,293,18,7.6,0,0,0,0,0,0,NORMAL
673000,269,18,0,274.6,18,-18.4,0,0,0,0,0,0,NORMAL
674000,129,18,0,231.6,18,-43,0,0,0,0,0,0,NORMAL
675000,253,18,0,251,18,19.4,0,0,0,0,0,0,NORMAL
676000,347,18,0,254.6,18,3.6,0,0,0,0,0,0,NORMAL
677000,253,18,0,250.2,18,-4.4,0,0,0,0,0,0,NORMAL
678000,110,18,0,218.4,18,-31.8,0,0,0,0,0,0,NORMAL
679000,231,18,0,238.8,18,20.4,0,0,0,0,0,0,NORMAL
680000,342,18,0,256.6,18,17.8,0,0,0,0,0,0,NORMAL
681000,303,18,0,247.8,18,-8.8,0,0,0,0,0,0,NORMAL
682000,163,18,0,229.8,18,-18,0,0,0,0,0,0,NORMAL
683000,363,18,0,280.4,18,50.6,0,0,0,0,0,0,NORMAL
684000,337,18,0,301.6,18,21.2,0,0,0,0,0,0,NORMAL
685000,166,18,0,266.4,18,-35.2,0,0,0,0,0,0,NORMAL
686000,294,18,0,264.6,18,-1.8,0,0,0,0,0,0,NORMAL
687000,204,18,0,272.8,18,8.2,0,0,0,0,0,0,NORMAL
688000,243,18,0,248.8,18,-24,0,0,0,0,0,0,NORMAL
689000,202,18,0,221.8,18,-27,0,0,0,0,0,0,NORMAL
690000,328,18,0,254.2,18,32.4,0,0,0,0,0,0,NORMAL
691000,372,18,0,269.8,18,15.6,0,0,0,0,0,0,NORMAL
692000,329,18,0,294.8,18,25,0,0,0,0,0,0,NORMAL
693000,343,18,0,314.8,18,20,0,0,0,0,0,0,NORMAL
694000,362,18,0,346.8,18,32,0,0,0,0,0,0,NORMAL
695000,105,18,0,302.2,18,-44.6,0,0,0,0,0,0,NORMAL
696000,197,18,0,267.2,18,-35,0,0,0,0,0,0,NORMAL
697000,296,18,0,260.6,18,-6.6,0,0,0,0,0,0,NORMAL
698000,273,18,0,246.6,18,-14,0,0,0,0,0,0,NORMAL
699000,139,18,0,202,18,-44.6,0,0,0,0,0,0,NORMAL
700000,122,18,0,205.4,18,3.4,0,0,0,0,0,0,NORMAL
701000,214,18,0,208.8,18,3.4,0,0,0,0,0,0,NORMAL
702000,252,18,0,200,18,-8.8,0,0,0,0,0,0,NORMAL
703000,171,18,0,179.6,18,-20.4,0,0,0,0,0,0,NORMAL
704000,174,18,0,186.6,18,7,0,0,0,0,0,0,NORMAL
705000,123,18,0,186.8,18,0.2,0,0,0,0,0,0,NORMAL
706000,235,18,0,191,18,4.2,0,0,0,0,0,0,NORMAL
707000,106,18,0,161.8,18,-29.2,0,0,0,0,0,0,NORMAL
708000,249,18,0,177.4,18,15.6,0,0,0,0,0,0,NORMAL
709000,206,18,0,183.8,18,6.4,0,0,0,0,0,0,NORMAL
710000,202,18,0,199.6,18,15.8,0,0,0,0,0,0,NORMAL
711000,266,18,0,205.8,18,6.2,0,0,0,0,0,0,NORMAL
712000,246,18,0,233.8,18,28,0,0,0,0,0,0,NORMAL
